State,City,Location,Station code,Type,Category of ES,No. of mon. days (n),Min,Max,NO2 Annual average (µg/m3),10 percentile,90 percentile,Std. Dev.,Percentage- exceedence(24 hourly),Air Quality
Uttar Pradesh,Noida,Gee-Pee Electroplating and Eng. Work,378,RIRuO,NA,96,29,59,45,35,54,7,0,High
Uttar Pradesh,Varanasi,"Regional Office, Jawahar Nagar",362,RIRuO,NA,88,18,23,20,19,21,1,0,Low
Uttar Pradesh,Varanasi,Sigra,553,RIRuO,NA,84,18,23,20,19,21,1,0,Low
Uttar Pradesh,Unnao,"H. No. 5, Krishna Nagar, Unnao",726,RIRuO,NA,12,29,36,33,30,35,2,0,Null
Uttar Pradesh,Unnao,"IIA Building, Industrial Area, Site 10, Unnao",727,RIRuO,NA,14,33,37,35,33,35,1,0,Null
Uttar Pradesh,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",716,RIRuO,NA,28,16,24,20,18,22,2,0,Null
Uttar Pradesh,Saharanpur,"UPCL S.E. Office, Near Clock Tower",717,RIRuO,NA,28,18,24,20,18,24,2,0,Null
Uttar Pradesh,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab Road",718,RIRuO,NA,71,5,19,10,7,16,3,0,Low
Uttar Pradesh,Raebareli,Khoya mandi Tiraha Lucknow Road Raebareli,719,RIRuO,NA,57,7,23,13,9,20,4,0,Low
Uttar Pradesh,Raebareli,Amawan Road Ind. Area Raebareli,720,RIRuO,NA,49,8,16,11,8,14,3,0,Null
Uttar Pradesh,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",724,RIRuO,NA,14,14,25,21,16,25,4,0,Null
Uttar Pradesh,Mathura,"CETP, Industrial Area, Mathura",725,RIRuO,NA,16,21,34,27,23,30,3,0,Null
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",728,RIRuO,NA,36,25,41,34,29,39,4,0,Null
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",729,RIRuO,NA,36,34,61,49,35,58,8,0,Null
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",730,RIRuO,NA,19,41,46,44,42,46,1,0,Null
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",90,ES,Doon valley,31,20,31,24,21,27,2,0,Null
Uttarakhand,Dehradun,"Clock Tower, PWD Guest House",89,ES,Doon valley,29,21,29,25,21,28,2,0,Null
Uttarakhand,Dehradun,Himalaya Drug Co. Near ISBT,637,ES,Doon valley,33,19,29,23,20,26,2,0,Null
Uttarakhand,Haldwani,Govt. Women Hospital,625,RIRuO,NA,10,21,28,24,21,27,3,0,Null
Uttarakhand,Haridwar,"SIDCUL, Haridwar",635,RIRuO,NA,42,20,30,24,20,29,3,0,Null
Uttarakhand,Kashipur,"BSNL Office, Kashipur",627,RIRuO,NA,12,28,30,29,28,30,1,0,Null
Uttarakhand,Rishikesh,Nagar Palika Parishad,636,ES,Hill station,32,16,25,22,18,24,2,0,Null
Uttarakhand,Rudrapur,SIDCUL Office,626,RIRuO,NA,5,20,21,20,20,21,1,0,Null
West Bengal,Asansol,Asansol Municipal Corporation,386,RIRuO,NA,96,39,86,60,50,71,9,0,High
West Bengal,Asansol,"Kangsabati Spinning Mill, Barjora",593,RIRuO,NA,96,38,69,55,46,66,8,0,High
West Bengal,Asansol,"Burnpur Town Department, Burnpur",592,RIRuO,NA,104,34,66,51,42,61,8,0,High
West Bengal,Barrackpore,Barrackpore Municiaplity,655,RIRuO,NA,104,10,94,41,16,80,26,11,High
West Bengal,Barrackpore,Dum Dum Telephone Exchange,653,RIRuO,NA,104,14,103,47,18,85,27,14,High
West Bengal,Barrackpore,Khardah Municipality,654,RIRuO,NA,104,14,107,49,20,85,28,17,High
West Bengal,Durgapur,"DMC Water Works, Angadpur",591,RIRuO,NA,43,37,66,53,43,62,7,0,Null
West Bengal,Durgapur,"Kwality Hotel, Bhiringi More, Benachiti",384,RIRuO,NA,43,44,75,60,50,71,7,0,Null
West Bengal,Durgapur,"Bidhannagar, PCBL Club, Muchipara",385,RIRuO,NA,43,35,61,46,39,56,7,0,Null
West Bengal,Durgapur,"Dew India Limited, PCBL More, Durgapur",383,RIRuO,NA,43,53,86,69,59,79,8,0,Null
West Bengal,Haldia,"Bhabanipur, Milan Viyapith, Bhabanipur",663,RIRuO,NA,104,42,65,55,48,62,5,0,High
West Bengal,Haldia,"Bhunia Raichak, Driver's Hut , Bhunia",664,RIRuO,NA,104,43,70,55,47,62,6,0,High
West Bengal,Haldia,"Supermarket Building, Durgachak",15,RIRuO,NA,104,38,69,53,47,59,5,0,High
West Bengal,Haldia,WBIIDC Ruchi Soya Ind. Durgachak,14,RIRuO,NA,104,44,70,56,49,63,6,0,High
West Bengal,Haldia,"Priyangbada, Housing Estate",418,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
West Bengal,Howrah,Howrah Municipal Corporation Building,8,RIRuO,NA,104,35,109,63,47,83,14,13,Critical
West Bengal,Howrah,"Naskarpara Pump House, Ghuseri",10,RIRuO,NA,104,27,111,61,44,85,16,15,Critical
West Bengal,Howrah,"CDS & Health Centre, Bator",11,RIRuO,NA,104,28,83,53,39,73,12,1,High
West Bengal,Howrah,"Howrah Municipality School, Bandhaghat",9,RIRuO,NA,104,41,124,70,53,96,17,27,Critical
West Bengal,Kolkata,"Salt Lake, Rooftop of CK Market",474,RIRuO,NA,104,21,110,55,31,91,22,17,High
West Bengal,Kolkata,"Moulali, Rooftop of KMC office Building",473,RIRuO,NA,104,30,130,65,38,102,25,27,Critical
West Bengal,Kolkata,"Minto Park, Inside Park AJC Bose Road",475,RIRuO,NA,104,28,111,57,34,85,21,20,High
West Bengal,Kolkata,"Dunlop Bridge, National Sample Survey",472,RIRuO,NA,104,27,130,65,38,103,26,28,Critical
West Bengal,Kolkata,"Behala Chowrasta, Traffic Guard Building",476,RIRuO,NA,104,24,128,62,38,102,25,21,Critical
West Bengal,Kolkata,"Baishnabghata, Upanagari Sporting Club",477,RIRuO,NA,104,19,109,48,26,78,20,9,High
West Bengal,Kolkata,"Cossipore Police Station, B.T. Road",162,RIRuO,NA,88,5,592,97,45,140,67,61,Critical
West Bengal,Kolkata,"Dalhousie Square, Lal Bazzar Police Headqtr.",163,RIRuO,NA,88,5,154,68,26,105,32,38,Critical
West Bengal,Kolkata,Kasba,348,RIRuO,NA,88,5,150,75,37,124,33,47,Critical
West Bengal,Kolkata,JD Park,440,RIRuO,NA,Null,Null,Null,Null,Null,Null,Null,Null,Null
West Bengal,Raniganj,Raniganj Municipality,662,RIRuO,NA,104,46,106,64,53,78,11,6,Critical
West Bengal,Raniganj,"Mangalpur, SKS School Mangalpur",660,RIRuO,NA,104,29,58,45,36,53,7,0,High
West Bengal,Raniganj,Jamuria Municipality,661,RIRuO,NA,104,32,60,47,39,56,6,0,High
West Bengal,Sankrail,Bharat Co-op Housing Society,657,RIRuO,NA,104,25,82,51,35,70,13,1,High
West Bengal,Sankrail,"Bagan Police Station, Bagan",659,RIRuO,NA,77,29,96,58,37,77,15,8,High
West Bengal,Sankrail,Dhulagar Gram Pachayat,656,RIRuO,NA,104,27,91,54,38,71,14,3,High
West Bengal,Sankrail,"P Mukherjee's House, Near SBI Amta",658,RIRuO,NA,104,21,64,37,24,51,10,0,Moderate
West Bengal,South Suburban,"Chanditala Water Supply , Tollygunge",652,RIRuO,NA,104,25,113,54,30,87,22,15,High
West Bengal,South Suburban,"Bauipur Police Station, Baruipur",650,RIRuO,NA,104,19,101,46,23,78,21,10,High
West Bengal,South Suburban,"P Roy Industrial Training Institute, Amtala",651,RIRuO,NA,104,20,107,51,29,86,21,13,High
